Date,News,
2018-06-04,"Microsoft CEO Satya Nadella says $7.5 billion GitHub deal shows, 'We are all in on open source' https://cnb.cx/2J8bwJ4 ",
2018-06-04,Microsoft’s GitHub deal triggers coders’ trust issues https://bloom.bg/2LkWpIN pic.twitter.com/IIqC613hhg,
2018-06-04,Microsoft to take on Amazon with $7.5 billion GitHub deal https://reut.rs/2Ll8YUx pic.twitter.com/2EFS4golkZ,
2018-06-04,COMING UP: Microsoft CEO Satya Nadella joins us for an exclusive interview. pic.twitter.com/iFxxK01DgJ,
2018-06-04,GitHub billionaires will own more Microsoft stock than its CEO https://bloom.bg/2HkmhSX pic.twitter.com/k1LeIFRCe7,
2018-06-04,Microsoft to take on Amazon with $7.5 billion GitHub deal https://reut.rs/2LnX0d4 pic.twitter.com/nZhK5oXtci,
2018-06-04,"Microsoft agreed to buy GitHub for $7.5 billion in stock, showing that the company is “all in on open source.” via @cnbctechhttps://trib.al/mspsAAJ ",
2018-06-04,Microsoft to buy coding site GitHub for $7.5 billion https://reut.rs/2Lkabvf pic.twitter.com/w1TX2GZ1dK,
2018-06-04,Microsoft to buy coding site GitHub for $7.5 billion https://reut.rs/2JrVPvG pic.twitter.com/4u4vq7byZg,
2018-06-04,"Silicon Valley is scrambling for talent, and now Microsoft owns two of the top professional networks https://cnb.cx/2Hkclc1 ",
2018-06-04,"It’s no secret that Microsoft’s $8 billion acquisition of Nokia in 2014, during the Ballmer era, was a catastrophic deal. But ever since Satya Nadella took over, Microsoft's stock price has jumped 160%. Here's why: https://cnb.cx/2Lm4WeM ",
2018-06-04,US STOCKS SNAPSHOT-Wall Street opens higher on strong jobs data,
2018-06-04,Microsoft to take on Amazon with $7.5 billion GitHub deal,
2018-06-04,Deals of the day-Mergers and acquisitions,
2018-06-04,Microsoft to buy coding site GitHub for $7.5 bln,
2018-06-05,GitLab gains developers after Microsoft buys rival GitHub,
2018-06-05,CORRECTED-Microsoft expands program for women returning to work,
2018-06-05,Microsoft expands program for women returning to work,
2018-06-12,Thales and Microsoft partner on cloud system for armed forces,
2018-06-14,Exclusive: Microsoft takes aim at Amazon with push for checkout-free retail,
2018-06-17,"AI is the ""defining technology of our times."" Microsoft CEO Satya Nadella says. via @cnbctechhttps://cnb.cx/2LW5OqP ",
2018-06-17,Microsoft Office is getting a complete makeover in an attempt to simplify the tool. Here are the biggest changes: https://cnb.cx/2LQ4MMV pic.twitter.com/Nw1FWw46TG,
2018-06-17,"Office could be the productivity suite of our dreams, if Microsoft would stop coddling users still living in 1995 https://on.wsj.com/2JLgnjJ ",
2018-06-21,"UK's M&S, Microsoft sign artificial intelligence deal",
2018-06-21,Here are 3 email hacks that have helped Bill Gates tame his inbox at Microsoft: via @CNBCMakeIt https://cnb.cx/2M8NjiV ,
2018-06-21,Okta CEO explains why his cybersecurity company has a leg up on big-name tech giants like Microsoft https://cnb.cx/2Mdtmr9 ,
2018-06-23,Microsoft remains eager to have an impact towards education with its acquisition of Flipgrid – an app that lets students record and share videos on specific topics with their classmates. https://cnb.cx/2M0Z7DP ,
2018-06-26,"Microsoft, InMobi collaborate to offer marketing capabilities to enterprise customers",
2018-06-29,Microsoft is catching up to Amazon in security clearances for the cloud https://bloom.bg/2MyGGXk pic.twitter.com/5dPPlLKoHy,
2018-06-29,"With a net worth of $92.9 billion, Microsoft co-founder Bill Gates can buy virtually anything his heart desires — but you won’t find the billionaire blowing loads of dough these 2 common things. https://cnb.cx/2tExiu6 ",
2018-06-30,"Microsoft reportedly wants to launch a Surface computer that fits in your pocket, but that sounds like a bad idea https://cnb.cx/2tKb4XG ",
2018-06-30,"This 33-year-old college dropout co-founded GitHub, which  sold to Microsoft for $7.5 billion https://cnb.cx/2MkMm7n ",
2018-06-30,"Microsoft reportedly wants to launch a Surface computer that fits in your pocket, but that sounds like a bad idea https://cnb.cx/2KkaF8B ",
2018-07-01,"With a net worth of $92.9 billion, Microsoft co-founder Bill Gates can buy virtually anything his heart desires — but you won’t find the billionaire blowing loads of dough these 2 common things. https://cnb.cx/2MtR2ri ",
2018-07-09,Judge says no 'glue' to hold together Microsoft sex bias claims,
2018-07-10,"Amazon, Netflix and Microsoft together this year are responsible for 71% of S&P 500 returns and for 78% of Nasdaq 100 returns. https://cnb.cx/2zsnSYb ",
2018-07-10,"Microsoft's new $399 Surface Go seems nice but right now you should still consider the Surface Pro, says @robotodd.https://cnb.cx/2zsRQva ",
2018-07-10,Microsoft eliminates some jobs in its international sales force https://cnb.cx/2N5JT0W ,
2018-07-10,"Microsoft billionaire Paul Allen is selling the property, which was named ‘Enchanted Hill’ by Greta Garbo, for nearly eight times what he paid https://on.wsj.com/2KKZrKG ",
2018-07-11,"The president of a trade group that represents Google, Microsoft and other tech companies urged faster development of national privacy norms to avoid divergent state rules https://bloom.bg/2N8Nawe pic.twitter.com/Wj0mEv9zTr",
2018-07-12,Microsoft debuts free tier in competitive workplace chat app market,
2018-07-12,Microsoft debuts free tier in competitive workplace chat app market https://reut.rs/2JmTttQ pic.twitter.com/9LbsYXBVlt,
2018-07-12,"Microsoft could move some jobs abroad because of US immigration policies, top exec says https://cnb.cx/2N9ur3F ",
2018-07-12,Microsoft nabs Snowflake as cloud partner as some retailers demand Amazon alternatives https://cnb.cx/2zy3qoP ,
2018-07-12,Microsoft nabs Snowflake as cloud partner as some retailers demand Amazon alternatives https://cnb.cx/2KPu41M ,
2018-07-12,"Microsoft could move some jobs abroad because of US immigration policies, top exec says https://cnb.cx/2zyC5Ti ",
2018-07-12,Microsoft challenges Slack with a free tier for Teams https://cnb.cx/2zvajac ,
2018-07-13,A top Microsoft executive is calling for the U.S. government to regulate facial-recognition technology https://on.wsj.com/2ui28JE ,
2018-07-13,Microsoft seeks regulation of facial recognition technology https://reut.rs/2NNrRBK ,
2018-07-13,Microsoft's president says the government needs to step up regulation of face recognition technology https://cnb.cx/2KSr0lf ,
2018-07-14,Microsoft debuts a $399 Surface Go tablet that takes on Apple's cheapest iPads https://bloom.bg/2unhKvm pic.twitter.com/ALvWvEBWZm,
2018-07-17,"Walmart, Microsoft in partnership to use cloud tech",
2018-07-18,"Microsoft's focus on cloud, partnerships paying off",
2018-07-19,Microsoft beats Wall Street targets on cloud services revenue,
2018-07-19,Breakingviews - Microsoft could use some self-inflicted activism,
2018-07-19,Microsoft quarterly profit rises 10 pct,
2018-07-19,"RPT-Microsoft's focus on cloud, partnerships paying off",
2018-07-20,Microsoft surges as Wall Street cheers the cloud https://bloom.bg/2LbBxs9 pic.twitter.com/cHzmYpLcgB,
2018-07-20,Microsoft quarterly results beat as cloud revenue soars https://reut.rs/2L6d7jw  by @sal19 @VibhutiSharmas $MSFT pic.twitter.com/w2RMS51tGz,
2018-07-20,Microsoft beats Wall Street targets on cloud services revenue https://reut.rs/2uyA6K2  by @sal19 @VibhutiSharmas $MSFT pic.twitter.com/0YleSK4o7e,
2018-07-20,Microsoft shares at all-time high after bumper results,
2018-07-20,US STOCKS SNAPSHOT-U.S. stocks largely flat as trade fears offset strong Microsoft earnings,
2018-07-20,US STOCKS SNAPSHOT-Wall St opens lower on renewed trade war fears,
2018-07-20,Microsoft soars past $800 billion in value after bumper results,
2018-07-20,"GE, Microsoft, and Comcast are making headlines this morning. Here's what else we're watching. https://cnb.cx/2zT0Qd3 ",
2018-07-20,Microsoft soars past $800 billion in value after bumper results https://reut.rs/2O69RlZ pic.twitter.com/cUTo6nXnJy,
2018-07-25,"RPT-FOCUS-Amazon expands in Cape Town, stepping up cloud rivalry with Microsoft",
2018-07-25,"Amazon expands in Cape Town, stepping up cloud rivalry with Microsoft",
2018-07-28,Microsoft employees reportedly presented Satya Nadella with a petition calling for the company to end a contract with ICE. https://trib.al/s5SMAF3 ,
2018-07-29,"As Microsoft gains cloud share, competitors are changing their stance https://cnb.cx/2OraY00 ",
2018-07-30,"Cramer flags the 'clear winners' of earnings season: AMD, Microsoft, Amazon and Alphabet https://cnb.cx/2LUqp2s ",
2018-08-02,"The Microsoft Surface Go is a good computer, but a bad tablet. https://cnb.cx/2OE1kqU ",
2018-08-03,Starbucks partners with Microsoft and a leading global exchange on a new cryptocurrency that can pay for Frappuccinos. https://cnb.cx/2ACVCml ,
2018-08-03,"Apple probably won't be alone in the $1 trillion club for long. @djtgallagher on how Amazon, Alphabet (Google) and Microsoft are on their way there - and how Big Tech dominates the market like never before",
2018-08-03,"Microsoft warns investors about A.I. risks, including ""biased information"" and ""ethical issues."" https://cnb.cx/2LZOnco pic.twitter.com/K8fOVWNg54",
2018-08-03,"The Microsoft Surface Go is a good computer, but a bad tablet. https://cnb.cx/2KprjyX ",
2018-08-03,Microsoft warns about risks related to A.I. and web-connected devices. https://cnb.cx/2OEZYMx pic.twitter.com/KvCfOAf4hz,
2018-08-04,Starbucks partners with Microsoft and a leading global exchange on a new cryptocurrency that can pay for Frappuccinos. https://cnb.cx/2KmRWER ,
2018-08-05,"Microsoft’s cheapest Surface yet tries to be both laptop and tablet, but doesn’t quite nail either one https://on.wsj.com/2OIiHqt ",
2018-08-06,Starbucks partners with Microsoft and a leading global exchange on a new cryptocurrency that can pay for Frappuccinos. https://cnb.cx/2OHaa7p ,
2018-08-07,Amazon and Microsoft nudge S&P 500 closer to record high https://reut.rs/2AMJU8s ,
2018-08-21,"Ex-national security official: The timing of Michael Cohen's plea deal, Microsoft's Russian hacking allegations, and Paul Manafort's alleged ties to Russia raise some serious questions about the Trump campaign. ",
2018-08-21,Israel to end licensing agreement with Microsoft https://reut.rs/2MpSpvz pic.twitter.com/3uebThMyn0,
2018-08-21,Microsoft's Russian hacking revelations spark U.S. lawmakers' ire https://bloom.bg/2BF2MHg ,
2018-08-21,"Microsoft discovers a new effort by cyber-attackers linked to the Russian government to target U.S. political groups, including those affiliated with the GOP https://bloom.bg/2MFolM6 ",
2018-08-21,Russian hacking of conservative groups sites thwarted: Microsoft https://reut.rs/2BvfKab  by @newsobrien $MSFT pic.twitter.com/I9DMupA8Li,
2018-08-21,Microsoft president: Russians targeting all political sides - MSNBC https://reut.rs/2MI1DTn ,
2018-08-21,Israel to end licensing agreement with Microsoft https://reut.rs/2OXz9Th pic.twitter.com/Tuqqaq1yHn,
2018-08-22,Microsoft's Russian hacking revelations spark U.S. lawmakers' ire https://bloom.bg/2wkwPOt ,
2018-08-22,Trump's Helsinki hopes fade after Putin rejects Microsoft charges https://bloom.bg/2PtpLHY ,
2018-08-23,"Microsoft bug testers unionized, then they were dismissed https://bloom.bg/2wfRUJC ",
2018-08-23,"Microsoft bug testers unionized, then they were dismissed https://bloom.bg/2Pyu44S ",
2018-08-23,"Microsoft bug testers unionized, then they were dismissed https://bloom.bg/2PwZf0p ",
2018-08-23,Microsoft is being investigated by U.S. authorities over potential bribery and corruption related to software sales in Hungary https://on.wsj.com/2PzAAIr ,
2018-08-23,Microsoft faces U.S. bribery probe over sales in Hungary: WSJ https://reut.rs/2Mt8oJF pic.twitter.com/P59TtlZ1uQ,
2018-08-23,Microsoft faces U.S. bribery probe over sales in Hungary: WSJ,
2018-08-27,Microsoft just turned the Xbox into a subscription service and will sell it like Apple sells iPhones. https://cnb.cx/2whWqbz pic.twitter.com/zKWltMPE32,
2018-08-28,"Google stopped. Microsoft says it never did it. Only Yahoo still scans emails, a practice it has expanded over the years. https://on.wsj.com/2PIQhgB ",
2018-08-28,Microsoft just turned the Xbox into a subscription service and will sell it like Apple sells iPhones. https://trib.al/crZZGMA pic.twitter.com/OxOKUTBHmW,
2018-09-05,Microsoft flags dangers to EU of plans to limit data use,
2018-09-17,EU antitrust ruling on Microsoft buy of GitHub due by October 19 https://reut.rs/2pcSyon pic.twitter.com/lckTSEl6MI,
2018-09-17,Peggy Johnson makes deals for Microsoft and aims to finish marathon’s Big Five. She just knocked off Berlin. https://on.wsj.com/2NjYfzd ,
2018-09-17,EU antitrust ruling on Microsoft buy of GitHub due by October 19,
2018-09-18,Microsoft is upping its A.I. battle with Salesforce https://cnb.cx/2Nnoo0c ,
2018-09-19,"US STOCKS-S&P, Dow lifted by financials; Microsoft pressures Nasdaq",
2018-09-19,"US STOCKS-Banks lift S&P, Dow; Nasdaq weighed by Microsoft",
2018-09-19,Microsoft introduces HoloLens to businesses through Dynamics 365 apps,
2018-09-21,9th Circuit will review class cert denial in Microsoft sex-bias case,
2018-09-24,"SAP, Microsoft and Adobe announce data alliance",
2018-09-28,Volkswagen partners with Microsoft in cloud push,
2018-09-28,E.ON targets innovations for smart energy future,
2018-10-01,Microsoft co-founder Paul Allen treated again for cancer,
2018-10-01,Microsoft co-founder Paul Allen treated again for cancer -statement,
2018-10-05,Microsoft joins 'patent troll'-fighting alliance LOT Network,
2018-10-08,Microsoft to invest in Southeast Asian ride-hailing firm Grab,
2018-10-08,Exclusive: Microsoft's $7.5 billion GitHub deal set for EU approval - sources,
2018-10-08,Microsoft testing new game-streaming service,
2018-10-09,Microsoft expands cloud service in push for $10 billion Pentagon contract,
2018-10-15,Microsoft co-founder Paul Allen dies of cancer complications at 65,
2018-10-15,REFILE-OBITUARY-Microsoft co-founder Paul Allen dies of cancer at 65,
2018-10-15,REFILE-OBITUARY-Microsoft co-founder Paul Allen dies of cancer complications at 65,
2018-10-24,Microsoft sales and profit beat estimates on cloud growth,
2018-10-24,Microsoft quarterly revenue beats estimates,
2018-10-24,UPDATE 1-Microsoft results beat estimates on strong cloud growth,
2018-10-24,"Google, Facebook executives meet with UK government over no-deal Brexit - Telegraph",
2018-10-25,US STOCKS SNAPSHOT-Wall St opens higher helped by strong Microsoft earnings,
2018-10-25,US STOCKS SNAPSHOT-Stocks rebound on Microsoft boost,
2018-10-29,"In hopes of catching up with Amazon, Alphabet and Microsoft, IBM agrees to buy software company Red Hat for $34 billion https://reut.rs/2Q2r6W9  by @LianaBaker @GregRoumeliotis $IBM $RHTpic.twitter.com/IUVeQ1apub",
2018-10-30,"Microsoft, Nasdaq partner on blockchain services https://bloom.bg/2Q6uteN ",
2018-10-30,"Xilinx, a maker of programmable chips increasingly being used in data centers, has won orders from Microsoft's Azure cloud unit, replacing chips made by Intel https://bloom.bg/2Q599Gk ",
2018-10-30,Facebook is reportedly planning a big new facility right in Microsoft's back yard. https://cnb.cx/2DcsaDY ,
2018-10-31,Facebook is reportedly planning a big new facility right in Microsoft's back yard. https://cnb.cx/2DclW7h ,
2018-11-01,"Tech companies need to defend privacy as a human right, Microsoft CEO says. https://cnb.cx/2De9YK8 ",
2018-11-02,Cramer's lightning round: It's time to buy the stock of Microsoft https://cnb.cx/2Qho8xc ,
2018-11-06,Microsoft's Cortana chief is leaving. https://cnb.cx/2QjmcE5 ,
2018-11-06,Microsoft employees can use Minecraft to see how the company's upgraded campus will look https://cnb.cx/2QoxJ5k ,
2018-11-06,"Microsoft's refreshed campus is scheduled to open in 2022, and designers are using Minecraft to give employees an early peek of how it will look. https://cnb.cx/2DpYPpS pic.twitter.com/j5ShNoi4ey",
2018-11-06,"Microsoft's refreshed campus is scheduled to open in 2022, and designers are using Minecraft to give employees an early peek of how it will look. https://cnb.cx/2QnpLJw pic.twitter.com/zNgUUnm5pn",
2018-11-06,"Microsoft's refreshed campus is scheduled to open in 2022, and designers are using Minecraft to give an early peek of how it will look. https://cnb.cx/2Dq5mRo pic.twitter.com/ega1FHI1KK",
2018-11-07,Microsoft wants to work with Trump and Congress to establish cybersecurity measures for civilians. https://cnb.cx/2Ds5Ean ,
2018-11-09,Microsoft made $1.3 billion in cash payments in GitHub deal,
2018-11-09,Microsoft made $1.3 bln in cash payments in GitHub deal,
2018-11-09,Microsoft made $1.3 billion in cash payments in GitHub deal https://reut.rs/2Pk9IzO pic.twitter.com/1lwUDwH67N,
2018-11-09,Microsoft's cloud wins business from Gap as another retailer shuns Amazon https://cnb.cx/2Qwhkfd ,
2018-11-10,Microsoft made $1.3 billion in cash payments in GitHub deal https://reut.rs/2PolMAh pic.twitter.com/SxF9wz6PPH,
2018-11-13,Israel renews licensing agreement with Microsoft,
2018-11-29,REFILE-Dell posts 15 pct rise in revenue on strong PC sales,
2018-11-29,Microsoft wins $479.2 million contract from U.S. Army,
2018-11-30,Microsoft's market value overtakes Apple's to close out week,
2018-12-01,Microsoft has unseated Apple as the world's most valuable company. Here's how. https://on.wsj.com/2Ebg5PY ,
2018-12-01,The first thing Bill Gates did with his money after making over $350 million from Microsoft's IPO. via @CNBCMakeIt https://cnb.cx/2RhDe6a pic.twitter.com/s5CLl95viK,
2018-12-01,Microsoft's market value overtakes Apple's to close out week https://reut.rs/2RqD5O1 pic.twitter.com/QPwkf3LQMY,
2018-12-03,How Microsoft bounced back https://cnb.cx/2RxAhOW ,
2018-12-03,At market close on Friday Microsoft stole from Apple a coveted title: most valuable public company in the world. https://cnb.cx/2EcsTps ,
2018-12-03,Amazon overtakes Microsoft in market value; less than $1 billion behind Apple $AMZN $MSFT $AAPLpic.twitter.com/Pa6fp91s1m,
2018-12-03,"Amazon joins Microsoft, Apple in most valuable company battle https://bloom.bg/2Ebd6qS ",
2018-12-03,"Amazon joins Microsoft, Apple in most valuable company battle https://bloom.bg/2RBRya0 ",
2018-12-03,Amazon.com briefly becomes Wall Street's most valuable company,
2018-12-03,Amazon briefly edges out Apple for most valuable company,
2018-12-03,Washington Supreme Court revives retaliation claims against Microsoft,
2018-12-04,Apple and Microsoft are neck-in-neck to be the most valuable public company in the world. Here's how Microsoft bounced back. https://cnb.cx/2RzmwPY ,
2018-12-05,Microsoft's CFO is keeping an eye on gaming now that it does $10 billion in annual revenue. https://cnb.cx/2EgbewO ,
2018-12-05,"One barrier to success for the U.K.-China stock link: “British companies are a bit far away in our daily life, unlike American ones such as McDonald’s, Coca-Cola, Apple and Microsoft” https://trib.al/wFAjyts ",
2018-12-05,"One barrier to success for the U.K.-China stock link: “British companies are a bit far away in our daily life, unlike American ones such as McDonald's, Coca-Cola, Apple and Microsoft.",
2018-12-06,"If you invested $1,000 in Microsoft and Apple at IPO, this one would have made you much richer. via @CNBCMakeIt https://cnb.cx/2RCuo3a ",
2018-12-06,Microsoft is making its first web browser for the Mac in 15 years https://cnb.cx/2EfxQhd ,
2018-12-06,"One barrier to success for a stock link: “British companies are a bit far away in our daily life, unlike American ones such as McDonald’s, Coca-Cola, Apple and Microsoft.” https://on.wsj.com/2EgJ3y6 ",
2018-12-07,"Microsoft's president says society is ill-served ""by a commercial race to the bottom,"" as the company calls for governments world-wide to enact regulation of facial-recognition technology https://on.wsj.com/2RAxe8N ",
2018-12-07,Microsoft adopts ethical principles aiming to bar misuse of face recognition technology https://reut.rs/2RCDWLq pic.twitter.com/jPva1WVpSy,
2018-12-07,"If you invested $1,000 in Microsoft and Apple at IPO, this one would have made you much richer. via @CNBCMakeIt https://cnb.cx/2Ei0KNs ",
2018-12-07,"Microsoft's cloud business could be bigger than Windows by 2021, KeyBanc says. https://cnb.cx/2RNTKeg ",
2018-12-23,Here’s the first big purchase Bill Gates made when Microsoft started taking off. via @CNBCMakeIt https://cnb.cx/2Ev2Adk ,
2018-12-23,One of Microsoft's coolest releases this year had nothing to do with Windows or Office — it lets you make a font from your handwriting https://cnb.cx/2CxvOqJ ,
2018-12-27,"After tragedies and big losses, Hyundai looks to reverse North Korea fortunes",
2018-12-31,Microsoft closes out 2018 as the top public company https://cnb.cx/2CGKcN8 ,
2019-01-01,Bill Gates' nuclear venture hits snag amid U.S. restrictions on China deals: WSJ,
2019-01-02,Microsoft gets green light from Qatar for global data center: QNA https://reut.rs/2CM4fKb pic.twitter.com/bAVbBeDqsw,
2019-01-02,Microsoft gets green light from Qatar for global data center: QNA https://reut.rs/2TtC2xt pic.twitter.com/n9OqQ9NWD2,
2019-01-11,Microsoft wins $1.76 billion defense contract: Pentagon,
2019-01-15,Walgreens and Microsoft partner to develop digital healthcare services,
2019-01-22,"Judge trims 'Siri' patent cases against Google, Amazon and Microsoft",
2019-01-24,Some China internet users say able to access Microsoft’s Bing,
2019-01-24,Microsoft says Bing inaccessible in China,
2019-01-24,Access to Microsoft's Bing restored for some users in China,
2019-01-30,"CORRECTED-UPDATE 2-Microsoft's Azure revenue growth slows in December quarter, shares fall",
2019-01-30,"Microsoft's Azure revenue growth slows, shares fall",
2019-01-31,"Microsoft shares fell more than 3% in the wake of its earnings results, taking its market cap decisively below that of Amazon, which reports its own earnings after the bell https://bloom.bg/2UunQ7C ",
2019-01-31,Microsoft says it's picking up more big Azure contracts https://cnb.cx/2DLN5Nd ,
2019-01-31,"Despite the huge rally last night, stocks fell at the open as declines in Microsoft and DowDuPont put pressure on the Dow. https://cnb.cx/2DNpJXL ",
2019-02-01,"Microsoft CEO Satya Nadella reflects on his tenure, dealing with competitors and the tech industry’s image problem https://on.wsj.com/2UuOqxu ",
2019-02-02,"When Satya Nadella took Microsoft's helm five years ago, the conventional wisdom was that the company’s glory days were behind it https://on.wsj.com/2D3VWsd ",
2019-02-02,"Alexandria Ocasio-Cortez slams Google, Facebook and Microsoft for sponsoring a conference with a session denying climate science https://bloom.bg/2DekSxl ",
2019-02-03,"Alexandria Ocasio-Cortez slams Google, Facebook and Microsoft for sponsoring a conference with a session denying climate science https://bloom.bg/2DTerBj ",
2019-02-04,"Microsoft's stock has risen almost 182% since Satya Nadella was made CEO. So, why is he so underpaid compared to his peers? https://cnb.cx/2DU4YK5 ",
2019-02-04,"Satya Nadella made Microsoft relevant again, so why isn't he a billionaire yet? https://cnb.cx/2DS5Tu8 ",
2019-02-05,"Microsoft used to scare start-ups, but has become an 'outstandingly good partner,' says Silicon Valley investor Ben Horowitz. https://cnb.cx/2DStnPS ",
2019-02-05,"Microsoft used to scare start-ups, but has become an 'outstandingly good partner,' says Silicon Valley investor Ben Horowitz https://cnb.cx/2D95vpL ",
2019-02-06,Scoot over Microsoft: Apple again the most valuable U.S. company,
2019-02-06,Scoot over Microsoft: Apple again the most valuable U.S. company https://reut.rs/2Se4Nlf pic.twitter.com/al15iCRCg0,
2019-02-06,TomTom sees licensing sales growth from Microsoft deal https://reut.rs/2SiAev6 pic.twitter.com/BsidxtZM8e,
2019-02-06,TomTom sees licensing sales growth from Microsoft deal,
2019-02-07,Scoot over Microsoft: Apple again the most valuable U.S. company https://reut.rs/2DecCxh pic.twitter.com/E3Q67n0Te7,
2019-02-07,Microsoft is lobbying on behalf of a first-of-its-kind facial-recognition bill in its home state of Washington https://bloom.bg/2DjouOm ,
2019-02-07,How Microsoft used $500 million to shape the tech housing debate https://bloom.bg/2E0rmRR ,
2019-02-07,Microsoft makes a push into health care in the cloud https://bloom.bg/2Dj5PCa ,
2019-02-08,Judge discounted women’s stories in Microsoft sex bias lawsuit – rights groups,
2019-02-08,"Third Point dissolves stakes in Netflix, Microsoft and Alibaba https://cnb.cx/2E1qmNi ",
2019-02-11,Big Tech's capital spending plans for this year may not be as tight as some believe,
2019-02-20,Microsoft says discovers hacking targeting democratic institutions in Europe,
2019-02-22,"Exxon, Microsoft strike cloud computing agreement for U.S. shale",
2019-02-22,Microsoft workers demand it drop $480 million U.S. Army contract https://reut.rs/2E37kVM pic.twitter.com/dkrmOK2F4X,
2019-02-22,Microsoft says employers will look for these 3 skills as A.I. changes the workforce via @CNBCMakeIthttps://cnb.cx/2SPQKCW ,
2019-02-22,"Exxon, Microsoft strike cloud computing agreement for U.S. shale https://reut.rs/2SSwhNL pic.twitter.com/zvwinKAOhb",
2019-02-22,Microsoft workers demand it drop $480 million U.S. Army contract,
2019-02-22,"Exxon, Microsoft strike cloud computing agreement for U.S. shale https://reut.rs/2E3PlhZ pic.twitter.com/St2heTuAKi",
2019-02-22,Microsoft workers call on company to cancel military contract https://bloom.bg/2E6pAxu ,
2019-02-22,Microsoft workers protest $480m HoloLens military deal: 'We did not sign up to develop weapons' https://cnb.cx/2E3410O ,
2019-02-22,Exxon is partnering with Microsoft to crunch trillions of bits of data as the oil titan seeks to more than triple shale-oil production in the Permian https://bloom.bg/2E3jyxF ,
2019-02-22,CORRECTED-Microsoft workers demand it drop $480 mln U.S. Army contract,
2019-02-23,Microsoft workers demand it drop $480 million U.S. Army contract https://reut.rs/2SVzUT1 pic.twitter.com/pEuqLLVaWa,
2019-02-23,Microsoft workers demand it drop $480 million U.S. Army contract https://reut.rs/2E6iMzX pic.twitter.com/HmzYFSoTOX,
2019-02-24,Microsoft hails revamped goggles as more immersive and easy to wear https://reut.rs/2E6iclE pic.twitter.com/SKB74BUm3S,
2019-02-24,"As tech giants race to dominate augmented reality, Microsoft’s strategy is to focus on work, not play https://on.wsj.com/2TkpVGB ",
2019-02-24,Microsoft's HoloLens 2 is a bet that doubles down on the idea that businesses will increasingly use hologram tech in the workplace https://cnb.cx/2TcTcCH ,
2019-02-24,Microsoft is introducing an improved version of its HoloLens augmented-reality goggles and lowering the price https://bloom.bg/2Tk5k5e ,
2019-02-24,"Microsoft's Azure Kinect artificial intelligence camera will cost $399, and is available for pre-order today https://cnb.cx/2T9fzJv ",
2019-02-25,Microsoft is taking its most futuristic technology and pitching it to businesses instead of trying to wow consumers https://cnb.cx/2Ee5MIr ,
2019-02-25,South African IT company EOH suspends some employees after an anonymous complaint prompts Microsoft to cancel a contract https://bloom.bg/2E9NnfV ,
2019-02-25,Microsoft hails revamped goggles as more immersive and easy to wear https://reut.rs/2EbiUOp pic.twitter.com/oHteVWW0b6,
2019-02-27,Volkswagen deepens cloud computing partnership with Microsoft,
2019-03-06,BRIEF-Schindler Forms BuildingMinds Start-Up,
2019-03-12,"Foxconn rejects Microsoft patent lawsuit, says never had to pay royalties",
2019-03-12,Taiwan's Foxconn says unlikely to suffer loss from Microsoft lawsuit,
2019-03-14,"Watch 33-year old Bill Gates explain his hiring process, why he moved Microsoft to the Seattle area via @CNBCMakeIthttps://cnb.cx/2TLsQIp ",
2019-03-14,Microsoft's HoloLens 2 headset is smarter and more comfortable than its predecessor. https://cnb.cx/2TIvy1r ,
2019-03-20,Microsoft workers say judge who nixed sex-bias claims misapplied Dukes,
2019-03-22,"CEO who hired for Microsoft, Amazon: Top 3 in-demand skills—and the questions employers ask to see if you have them via @CNBCMakeIt https://cnb.cx/2FsH1tM ",
2019-03-24,Abu Dhabi is teaming up with companies such as Microsoft and SoftBank to open a technology startup center as the oil-rich emirate seeks to diversify its economy https://bloom.bg/2FysDQT ,
2019-03-24,Why Bezos and Microsoft are betting on this $10 trillion energy fix for the planet. https://cnb.cx/2TZ9Upv pic.twitter.com/6LXJmfaiBz,
2019-03-24,Abu Dhabi aims to lure start-ups with investment in new technology hub,
2019-03-25,Microsoft President wades into debate over legal duties tech should have for videos of mosque killings in New Zealand https://bloom.bg/2JApxzL ,
2019-03-26,"Adobe, Microsoft to take on Salesforce's marketing software, with LinkedIn as a weapon",
2019-03-26,"Adobe, Microsoft to take on Salesforce's marketing software, with LinkedIn as a weapon https://reut.rs/2JHxnb4 pic.twitter.com/sBdcCgTc59",
2019-03-26,"Adobe, Microsoft to take on Salesforce's marketing software, with LinkedIn as a weapon https://reut.rs/2UhNmAQ pic.twitter.com/uU6fJyCx1s",
2019-03-26,"Adobe, Microsoft to take on Salesforce's marketing software, with LinkedIn as a weapon https://reut.rs/2U8SWW6 pic.twitter.com/2OATCpQfAX",
2019-03-27,Microsoft takes control of 99 web sites with links to Iran https://bloom.bg/2FDhPQa ,
2019-03-28,"Google and Apple were the first to unveil a “Netflix for video games,” but Microsoft has the big-name games https://bloom.bg/2FGoElo ",
2019-03-28,"Google and Apple were the first to unveil a “Netflix for video games,” but Microsoft has the big-name games https://bloom.bg/2FHXnyT ",
2019-03-31,Why Jeff Bezos and Microsoft are betting on this $10 trillion energy fix for the planet. https://cnb.cx/2Fz92yJ pic.twitter.com/O0zmKmZwf8,
2019-04-01,"Satya Nadella made Microsoft relevant again, so why isn't he a billionaire yet? https://cnb.cx/2FLcKH4 ",
